,neighborhood_overview
2596,"['this', 'is', 'a', 'historically', 'queer', 'with', 'high', 'lgbt', 'visibility']"
2598,"['high', 'street', 'with', 'coffee', 'shops,', 'bars,', 'restaurants.', 'surrounded', 'by', 'nice', 'old', 'homes', 'built', 'by', 'the', 'timber', 'barons.']"
2599,"['we', 'are', 'located', 'in', 'the', 'best', 'part', 'of', ""seattle's"", 'best', 'neighborhood.', 'the', 'building', 'is', 'on', 'a', 'quiet', 'street', 'basically', 'in', 'the', 'center', 'of', 'it', 'all.', 'four', 'blocks', 'up', '14th', 'is', ""seattle's"", '""central', 'park"",', 'volunteer', 'park', 'which', 'is', 'a', 'great', 'place', 'to', 'picnic,', 'jog', 'or', 'take', 'in', 'the', 'duck', 'and', 'coy', 'ponds.', 'volunteer', 'park', 'gives', 'way', 'on', 'the', 'north', 'to', 'the', 'arboretum,', 'a', 'much', 'larger', 'semi-wilderness', 'right', 'in', 'the', 'city.', 'the', 'low', 'key', 'scene', 'of', '15th', 'ave,', '2', 'blocks', 'east', 'with', ""it's"", 'restaurants', 'and', 'shops,', 'the', 'bustle', 'of', 'broadway,', '4', 'blocks', 'west', 'for', 'shopping,', 'and', 'nightlife', 'and', 'the', 'pike/pine', 'corridor,', '7', 'blocks', 'south', 'with', ""it's"", 'all', 'out,', 'nightlife/bar/club/anything', 'goes', 'scene.', 'meanwhile', 'easy', 'public', 'transportation', 'access', 'to', 'the', 'university', 'district,', 'downtown,', 'stadiums,', 'museums,', 'space', 'needle,', 'emp', 'and', 'beyond.']"
2600,"['i', 'love', 'north', 'because', 'you', 'get', 'the', 'best', 'of', 'both', 'worlds:', 'experience', 'the', 'authentic', 'culture', 'and', 'quaint', 'restaurants', 'and', 'pubs', 'on', '15th', 'ave', '(my', 'personal', 'favorite', 'pocket', 'of', 'seattle)', 'and', 'relax', 'at', 'volunteer', 'park,', 'or', 'go', 'night', 'clubbing/bar', 'hopping', 'on', 'pike/pine', '(only', '10', 'mins', 'away).', 'explore', 'broadway,', 'the', 'asian', 'art', 'museum,', 'various', 'independent', 'cafes,', 'vintage', 'shops,', 'you', 'name', 'it', 'and', 'has', 'it', 'plus', 'an', 'extra', 'dose', 'of', 'punk', 'charm.']"
2601,"['welcome', 'to', 'your', 'classic', 'nw', 'urban', 'experience', 'located', 'in', ""seattle's"", 'most', 'vibrant', 'neighborhood.', 'in', 'distance', '(95', 'score)', 'to', 'restaurants,', 'classic', 'local', 'coffeehouses', 'or', 'enjoy', 'the', 'panoramic', 'views', 'of', 'the', 'iconic', 'space', 'needle', 'from', 'the', 'open', 'rooftop.']"
2602,"['in', 'the', 'heart', 'of', 'with', 'great', 'restaurants', 'and', 'efficient', 'public', 'transportation.', 'its', 'all', 'at', 'your', 'fingertips']"
2604,"['right', 'in', 'the', 'heart', 'of', 'the', 'city!', 'bars,', 'clubs,', 'restaurants,', 'parks', 'all', 'super', 'close.', 'is', 'one', 'of', 'the', 'most', 'vibrant', 'places', 'in', 'seattle.', 'safeway', 'or', 'qfc', 'for', 'groceries', 'are', 'within', '6', 'minute', 'plenty', 'of', 'great', 'coffee', 'shops.', 'favorite', 'sushi-', 'momiji', 'favorite', 'taco', 'place-', 'tacos', 'chukis', 'laundry', 'right', 'down', 'the', 'street-', 'lather', 'daddy']"
2605,"['this', 'location', 'on', 'cannot', 'be', 'beat!', 'perhaps', 'i', 'am', 'biased', ';)', 'located', 'just', 'two', 'blocks', 'from', 'all', 'broadway', 'has', 'to', 'offer:', 'local', 'eateries,', 'coffee', 'shops,', 'bars,', 'nightlife...yet', 'nestled', 'on', 'a', 'quiet', 'residential', 'street', 'when', 'you', 'want', 'to', 'chill', 'out', 'a', 'bit.', 'the', 'best', 'of', 'everything;', 'just', 'mere', 'steps', 'away~']"
2606,"['i', 'love', 'my', 'neighborhood.', ""it's"", 'comfortable,', 'friendly,', 'unique', 'and', ""it's"", 'why', 'many', 'people', 'come', 'to', 'seattle.', 'downtown', 'is', 'fun', 'and', 'all', ""(pike's"", 'place,', 'space', 'needle,', 'and', 'shopping);', 'but,', 'when', ""it's"", 'time', 'to', 'feel', 'the', 'real', 'is', 'the', 'place', 'to', 'be.', 'between', 'the', 'coffee', 'shops,', 'fancy', '(and', 'not-so-fancy)', 'restaurants', 'and', 'bars', 'you', 'will', 'have', 'plenty', 'to', 'do', 'and', 'see.']"
2607,"['just', 'a', 'couple', 'blocks', 'away', 'from', 'cal', 'anderson', 'park,', 'one', 'of', ""seattle's"", 'most', 'unique', 'and', 'centrally', 'located', 'parks.', 'great', 'place', 'to', 'go', 'on', 'a', 'or', 'take', 'the', 'kids!', 'just', 'two', 'blocks', 'off', 'of', 'broadway', 'which', 'is', 'full', 'of', 'bars,', 'restaurants', 'and', 'shopping!', 'the', 'pike/pine', 'district', 'of', 'is', 'just', 'about', 'a', '5', 'minute', 'away', 'and', 'is', 'full', 'of', 'some', 'of', 'the', 'best', 'nightlife', 'in', 'seattle,', 'as', 'well', 'as', 'some', 'of', 'the', 'best', 'local', 'restaurants.']"
2609,"['all', 'quality', 'bars', 'on', 'are', 'within', 'a', 'ten', 'minute', 'from', 'my', 'unit.', 'some', 'of', 'the', ""city's"", 'most', 'popular', 'retail', 'stores', 'are', 'within', 'a', '15', 'minute', 'walk.', 'there', 'is', 'a', 'grocery', 'store', '4', 'blocks', 'away.', 'the', 'beautiful', 'university', 'campus', 'is', 'just', 'beyond', 'the', 'grocer.']"
2610,"['the', 'apartment', 'is', 'located', 'at', 'the', 'end', 'of', ""seattle's"", 'vibrant', 'hill,', 'which', 'makes', 'it', 'at', '5-10min', 'to', 'broadway', '(capitol', ""hill's"", 'main', 'street)', 'and', 'a', '5-10min', 'to', 'downtown.', 'we', 'are', 'located', 'distance', 'to', 'the', 'convention', 'center', 'and', 'is', 'an', 'ideal', 'place', 'for', 'anyone', 'attending', 'a', 'conference.', 'supermarkets,', 'restaurants,', 'gyms,', 'yoga', 'studios,', 'coffee', 'shops', 'and', 'lounges', 'are', 'all', 'located', 'nearby.', 'is', 'known', 'as', 'one', 'of', 'the', 'more', 'interesting', 'neighborhoods', 'of', 'and', 'has', 'plenty', 'of', 'character!', ""you're"", 'sure', 'to', 'find', 'something', 'interesting', 'just', 'around', 'the', 'block.']"
2611,"['close', 'to', 'downtown,', 'is', 'one', 'of', ""seattle's"", 'prettiest', 'and', 'most-admired', 'neighborhoods.']"
2612,"['being', 'a', 'block', 'away', 'from', 'interesting', 'broadway', 'gives', 'us', 'a', 'quiet', 'location', 'but', 'instant', 'access', 'to', 'any', 'action', 'we', 'want.', 'the', 'house', 'is', 'very', 'nicely', 'located', 'for', 'quiet', 'city', 'living.', 'is', 'an', 'eclectic', 'micro', 'and', 'we', 'to', 'all', 'the', 'downtown', 'locations', 'from', 'here', 'as', 'well', 'as', 'to', 'the', 'great', 'restaurants,', 'bars,', 'coffee', 'houses', 'and', 'shopping', 'in', 'our', 'immediate', 'area.']"
2613,"['unparalleled', 'choice', 'of', 'places', 'to', 'eat;', 'the', 'best', 'coffee', 'in', 'the', 'city', '(espresso', 'vivace', 'and', 'caffe', 'vita);']"
2614,"['experience', 'as', 'a', 'local', 'does.', 'not', 'only', 'can', 'you', 'enjoy', 'downtown', 'and', 'the', 'sights,', 'which', 'are', 'located', 'within', 'a', 'few', 'blocks', 'of', 'my', 'place,', 'you', 'can', 'live', 'like', 'a', 'local', 'in', 'hill.', 'is', 'where', 'the', 'best', 'restaurants,', 'bars,', 'and', 'cafes', 'in', 'are', 'located.', 'if', ""you're"", 'looking', 'to', 'hit', 'the', 'bars,', 'parks', 'or', 'sights', 'or', 'want', 'to', 'try', 'a', 'different', 'coffee', 'shop', 'within', 'a', 'block', 'each', 'day', 'of', 'the', 'week,', ""you've"", 'found', 'the', 'right', 'place.', 'i', 'personally', 'enjoy', 'victrola', 'coffee,', 'purr', 'and', ""cc'attles"", 'bars,', 'and', 'kada', 'makna,', 'a', 'malaysian', 'restaurant', '2', 'blocks', 'away.', ""there's"", 'a', 'paid', 'parking', 'lot', 'attached', 'to', 'my', 'building.']"
2615,"['close', 'to', 'downtown,', 'is', 'one', 'of', ""seattle's"", 'prettiest', 'and', 'most-admired', 'neighborhoods.']"
2616,"['the', 'apartment', 'is', 'located', 'at', 'the', 'end', 'of', ""seattle's"", 'vibrant', 'hill,', 'which', 'makes', 'it', 'at', '5-10min', 'to', 'broadway', '(capitol', ""hill's"", 'main', 'street)', 'and', 'a', '5-10min', 'to', 'downtown.', 'we', 'are', 'located', 'distance', 'to', 'the', 'convention', 'center', 'and', 'is', 'an', 'ideal', 'place', 'for', 'anyone', 'attending', 'a', 'conference.', 'supermarkets,', 'restaurants,', 'gyms,', 'yoga', 'studios,', 'coffee', 'shops', 'and', 'lounges', 'are', 'all', 'located', 'nearby.', 'is', 'known', 'as', 'one', 'of', 'the', 'more', 'interesting', 'neighborhoods', 'of', 'and', 'has', 'plenty', 'of', 'character!', ""you're"", 'sure', 'to', 'find', 'something', 'interesting', 'just', 'around', 'the', 'block.']"
2618,"['the', 'house', 'is', 'located', 'smack', 'in', 'the', 'middle', 'of', 'the', 'vibrant', 'neighborhood.', 'incredible', 'restaurants', 'and', 'bars', 'are', 'steps', 'away,', 'and', 'downtown', 'is', 'a', 'nice', 'or', 'a', 'short', 'bus', 'ride', 'away.', 'easy', 'access', 'to', 'museums,', 'shops', 'and', 'the', 'space', 'needle', 'as', 'well!', 'this', 'area', 'is', 'great', 'for', 'and', 'biking,', 'with', 'a', 'walkscore', 'of', '95.', 'we', 'are:', '10-15', 'minute', 'to', 'downtown/convention', 'center.', '10', 'minute', 'to', 'central', 'community', 'college.', '15', 'minute', 'bus', 'ride', 'to', 'the', 'university', 'of', 'washington', '15', 'minute', 'to', 'university', '(see', 'the', 'chapel', 'of', 'st.', 'ignatius', 'while', 'you', 'are', 'here', '-', 'beautiful', 'architecture!)', 'two', 'blocks', 'east:', 'cafe', 'ladro', 'liberty', 'bar', 'victrola', 'coffee', '(the', 'best', 'ever!)', 'coastal', 'kitchen', 'canturbury', 'ale', 'and', 'eats', 'hopvine', 'smith', 'three', 'blocks', 'south:', 'cal', 'anderson', 'park', 'tango', 'baltic', 'room', 'stumptown', 'coffee', 'elysian', 'brewhouse', 'caffee', 'vita', 'three', 'blocks', 'west:', 'golds', 'gym', 'broadway', 'farmers', 'market', 'dicks', '(burgers', 'and', 'milkshakes!)', 'jai', 'thai', 'espresso', 'vivache', 'a', 'little', 'farther', 'west:', 'the', 'space', 'needle!', 'experience', 'music', 'project', 'six']"
2619,"['*the', 'location', 'on', 'the', 'west', 'slope', 'of', 'also', 'makes', 'this', 'cottage', 'convenient', 'to', 'the', 'vibrant', 'south', 'lake', 'union', 'neighborhood,', 'home', 'to', 'the', 'rei', 'flagship', 'store,', 'the', 'center', 'for', 'wooden', 'boats,', 'museum', 'of', 'history', 'and', 'industry,', 'fred', 'hutchinson', 'cancer', 'research', 'center,', 'cancer', 'care', 'alliance,', 'and', 'whole', 'foods', 'market.']"
2620,"['centrally', 'located', 'in', 'hill.', 'distance', 'to', 'great', 'local', 'restaurants', 'and', 'bars.']"
2621,"['has', 'something', 'for', 'everybody.', 'whether', 'when', ""you're"", 'looking', 'for', 'coffee,', 'restaurants,', 'shopping,', 'bars,', 'or', 'boutiques', 'you', 'can', 'to', 'it', 'all', 'in', 'minutes!', 'other', 'sights', 'are', 'just', 'a', 'short', 'bus', 'ride', 'away.']"
2622,"['close', 'to', 'downtown,', 'is', 'one', 'of', ""seattle's"", 'prettiest', 'and', 'most-admired', 'neighborhoods.']"
2623,"['is', 'the', 'most', 'convenient', 'in', 'seattle,', 'anything', 'your', 'heart', 'desires', 'is', 'within', 'or', 'biking', 'distance.', 'there', 'are', 'hundreds', 'of', 'bars', 'and', 'restaurants', 'within', 'easy', 'distance', 'and', 'as', 'well', 'as', 'beautiful', 'museums', 'and', 'parks', 'just', 'minutes', 'away.', 'close', 'to', 'the', 'convention', 'center', 'and', 'downtown', 'attractions.']"
2624,"[""i've"", 'lived', 'on', 'the', 'for', '8', 'years', 'and', 'by', 'far', 'this', 'is', 'one', 'of', 'my', 'favorite', 'spots!', 'located', 'just', 'mere', 'minutes', 'away', 'from', 'pike/pine', 'and', 'broadway,', 'cal', 'anderson', 'park,', 'broadway', 'sunday', 'farmers', 'market,', 'a', '24-hour', 'large', 'grocery', 'store,', 'pilates', 'studio,', 'yoga', 'studios,', 'countless', 'delicious', 'food', 'options', '(great', 'vietnamese,', 'italian,', 'burger', 'joints,', 'ethiopian,', 'all', 'within', '3', 'blocks!),', 'and', 'nightlife', 'that', 'can', 'have', 'you', 'dancing', 'till', 'dawn', '-', 'neighbors,', 'neumos,', ""julia's,"", 'chacha,', 'r-place,', 'chop', 'suey,', 'havana', 'and', 'more...', 'coffee', 'and', 'brunch', 'are', 'a', 'must!', 'stumptown', 'coffee', 'is', 'just', 'around', 'the', 'corner,', 'along', 'with', 'the', 'famous', 'glos', 'and', 'lindas', 'for', 'some', 'brunch-y', 'time.', 'is', 'home', 'to', 'many', 'local', 'businesses.', 'the', 'record', 'stores,', 'the', 'vintage', 'shopping', '(pretty', 'parlor', 'rocks!)', 'the', 'food,', 'drinks,', 'and', 'community', 'give', 'so', 'much', 'life', 'to', 'this', 'thriving', 'neighborhood.', 'i', 'love', 'getting', 'ice', 'cream', 'at', 'molly', 'moons', 'and', 'enjoying', 'it', 'in', 'the', 'park', 'just', 'across', 'the', 'street.', 'head', 'back', 'over', 'to', 'oddfellows', 'for', 'some', 'dinner', 'and', 'cocktails', 'and', 'some', 'dancing', 'upstairs', 'at', 'the']"
2625,"['is', 'a', 'popular', 'in', 'full', 'of', 'art,', 'culture', 'and', 'close', 'to', 'downtown', 'seattle.', 'there', 'are', 'many', 'fun', 'and', 'popular', 'restaurants', 'and', 'shops', 'in', 'our', 'which', 'entice', 'many', 'visitors', 'of', 'our', 'fair', 'city.']"
2627,"['is', 'a', 'hip,', 'vibrant,', 'upscale', 'urban', 'close', 'to', 'downtown', 'seattle,', 'and', 'my', 'house', 'is', 'in', 'the', 'middle', 'of', 'it', '--', 'but', 'on', 'a', 'quiet', 'side', 'street.', 'fantastic', 'dining,', 'coffee,', 'shopping,', 'nightlife,', 'parks,', 'a', 'library,', 'art', 'galleries,', 'and', 'more', 'are', 'just', 'a', 'few', 'blocks', 'away.', 'downtown', 'seattle,', 'the', 'convention', 'center,', 'pike', 'place', 'market,', 'amazon/slu,', 'the', 'space', 'needle,', 'and', 'much', 'more', 'are', 'within', 'distance', 'or', 'easily', 'accessible', 'by', 'public', 'transit.']"
2628,"['is', 'well', 'known', 'in', 'for', 'its', 'extremely', 'convenient', 'access', 'to', 'everything.', 'you', 'can', 'to', 'anything:', 'art,', 'bars,', 'night', 'clubs,', 'grocery', 'stores,', 'and', 'many', 'fantastic', 'restaurants.', 'i', 'encourage', 'you', 'to', 'explore', 'this', 'for', 'all', 'it', 'has', 'to', 'offer!', '(url', 'hidden)']"
2630,"['i', 'love', 'my', 'neighborhood.', ""it's"", 'comfortable,', 'friendly,', 'unique', 'and', ""it's"", 'why', 'many', 'people', 'come', 'to', 'seattle.', 'downtown', 'is', 'fun', 'and', 'all', ""(pike's"", 'place,', 'space', 'needle,', 'and', 'shopping);', 'but,', 'when', ""it's"", 'time', 'to', 'feel', 'the', 'real', 'is', 'the', 'place', 'to', 'be.', 'between', 'the', 'coffee', 'shops,', 'fancy', '(and', 'not-so-fancy)', 'restaurants', 'and', 'bars', 'you', 'will', 'have', 'plenty', 'to', 'do', 'and', 'see.']"
2631,"['my', 'home', 'is', 'centrally', 'located', 'in', 'hill,', 'the', 'lgbtq', 'friendly', 'neighborhood.', 'we', 'are', 'a', 'couple', 'blocks', 'away', 'from', 'the', 'popular', 'starbucks', 'roastery,', 'restaurants,', 'dessert', 'cafes,', 'boutiques,', 'dance', 'clubs,', 'bars,', 'etc.', 'distance', 'or', 'quick', '5', 'min', 'bus', 'ride', 'to', 'downtown', 'shopping,', 'paramount', 'theatre,', 'the', 'famous', 'pike', 'place', 'market', '(1.2', 'mi)', 'and', 'more.', 'not', 'too', 'far', 'away', 'is', 'the', 'iconic', 'space', 'needle', '(1.5mi).', 'the', 'ferris', 'wheel', 'is', 'nearby', 'also', '(1.6mi).']"
2633,"['is', 'vibrant,', 'lively', 'with', 'endless', 'choices', 'of', 'coffee', 'shops,', 'bars,', 'restaurants,', 'speakeasy,', 'pinball', 'arcade', 'bar', 'and', 'other', 'activities.', 'our', 'building', 'is', 'located', 'right', 'in', 'the', 'middle', 'of', 'all', 'the', 'action', 'and', 'distance', 'to', 'just', 'about', 'anywhere', 'you', 'would', 'want', 'to', 'go', 'in', 'downtown', 'seattle.', 'we', 'are', 'in', 'a', 'great', 'location', 'if', 'you', 'are', 'looking', 'to', 'go', 'to', 'century', 'link', 'field,', 'safeco', 'field,', 'experience', 'music', 'project,', 'center,', 'or', 'lake', 'union.', 'we', 'are', 'also', 'only', 'a', 'few', 'blocks', 'from', 'the', 'convention', 'center.', 'we', 'love', 'the', 'people', 'and', 'the', 'bustle', 'of', 'our', 'neighborhood.', 'its', 'also', 'nice', 'to', 'have', 'an', 'apt.', 'that', 'does', 'not', 'let', 'in', 'the', 'noise', 'of', 'the', 'city.', 'in', 'addition', 'to', 'a', 'grocery', 'store', 'about', 'a', '10', 'min', 'away', 'there', 'are', '2', 'nice', 'convenience', 'stores', 'across', 'the', 'street.']"
2634,"['*the', 'area*', 'is', 'a', 'fantastic', 'in', 'seattle.', 'the', 'score', 'is', 'unbeatable', 'and', 'the', 'public', 'transportation', 'is', 'phenomenal.', 'there', 'are', 'bus', 'stops', 'right', 'outside', 'the', 'apartment!', 'blue', 'moon', 'burgers', 'in', 'building.', 'dilettante', 'chocolate', 'and', 'espresso', 'vicace,', 'pagliacci', 'pizza,', 'and', 'many', 'more', 'restaurants', 'across', 'the', 'street.', 'qfc', 'grocery', 'store', 'across', 'the', 'street.', 'tashkent', 'park', '(.1', 'mile', 'away),', 'cal', 'anderson', 'park', '(.5', 'mi', 'away)', 'zipcar', '(413', 'feet', 'away)']"
2635,"['capital', 'may', 'be', ""seattle's"", 'foodie', 'epicenter!', 'it', 'is', 'also', 'host', 'to', 'many', 'local', 'boutiques', 'and', ""cafe's."", 'for', 'night', 'life', 'lounges,', 'breweries,', 'theaters', 'and', 'clubs', 'are', 'all', 'distance.', 'capital', 'is', 'remembered', 'as', 'the', 'birthplace', 'of', 'grunge,', 'and', 'has', 'always', 'been', 'open', 'to', 'alternative', 'lifestyles.']"
2637,"['coffee', 'shops', 'and', 'brunch', 'places', 'just', 'a', 'block', 'away', 'if', 'you', 'need', 'to', 'roll', 'out', 'of', 'bed.', 'full', 'on', 'grocery', 'store', 'just', '2', 'blocks', 'away.', 'on', 'a', 'quiet', 'street,', '2', 'blocks', 'from', 'the', 'main', 'road', 'so', ""it's"", 'far', 'enough', 'from', 'the', 'hustle', 'bustle', 'of', 'the', 'club', 'scene,', 'but', 'close', 'enough', 'to', 'to', 'it', 'in', '10-15', 'min!']"
2638,"['just', 'a', '1', 'minute', 'from', 'olive', 'and', 'pine,', 'you', 'have', 'access', 'to', 'dozens', 'of', 'bars', 'and', 'restaurants.', 'broadway', 'is', 'the', 'central', 'commercial', 'street,', 'lively', 'with', 'shops,', 'coffee', 'houses', 'and', 'restaurants.', 'for', 'a', 'relaxing', 'day,', 'head', 'north', 'to', 'volunteer', 'park', 'which', 'includes', 'a', 'conservatory,', 'a', '108-step', 'brick', 'water', 'tower', 'with', 'one', 'of', 'the', 'best', '360', 'degree', 'views', 'of', 'the', 'city', 'and', 'region.', 'just', 'north', 'is', 'the', 'historic', 'lake', 'view', 'cemetery', 'hosting', 'the', 'graves', 'of', ""seattle's"", 'pioneers', 'as', 'well', 'as', 'bruce', 'and', 'brandon', 'lee.', 'another', 'great', 'local', 'park', 'is', 'cal', 'anderson', 'park,', 'with', 'a', 'water', 'reservoir,', 'inverted', 'fountain,', 'playground,', 'jogging', 'path', 'and', 'sports', 'playfields.']"
